u,v,length_m
411812759,6410659112,96.24742095602511
411812759,411852336,30.59685923212624
411812760,1273767554,30.94267576799963
411812761,6410659113,16.31982383473643
411812761,411812764,215.22367415424267
411812761,6410659112,12.04883636140462
411812763,4003418801,131.4593147555276
411812763,2981953732,56.112249418387385
411812764,4103905584,15.578822652868729
411812764,10442514172,136.01403905903376
411812764,4103896371,53.93823342134064
411812765,411852447,24.503077396575858
411812765,9198727720,57.472497418626965
411852327,6410659113,92.8152719085486
411852327,10023094897,9.403505094599522
411852327,12414430893,65.42722145365306
411852329,6410659112,16.01891004658226
411852329,411852330,127.42311278084506
411852329,10717901079,25.978371503548882
411852329,6410659113,12.753146308544476
411852330,411852331,14.206398846276002
411852330,411852340,64.14920240940904
411852330,411852336,16.58145809245136
411852331,411852335,16.635184451572435
411852331,1273833547,190.93574880465036
411852331,411852362,64.63329622774603
411852333,411852334,151.16005893089346
411852333,2974860564,11.13007200018373
411852334,411852335,166.29782039631053
411852335,411852336,14.620819009657945
411852339,10404879257,13.685540997213621
411852339,10404879259,21.667264523637055
411852339,10442514172,6.974301722865039
411852340,411852362,12.95448972925305
411852340,411852345,164.4444753656713
411852340,4357813515,20.974753341555264
411852345,4103907393,12.718728482426853
411852345,13006613775,60.147757022907044
411852347,411852354,12.7080494046665
411852347,411852348,124.46056433127815
411852347,411852388,64.81858182401706
411852347,13006613775,15.063676849320318
411852348,10717872485,10.229861525537512
411852348,4214306650,13.678616651319931
411852348,411852349,150.74369990330985
411852349,411852352,13.10273480878751
411852349,411852370,135.3686262193006
411852349,411935448,61.90193250106212
411852350,6129059501,133.79918579410776
411852350,411852351,13.979779125963343
411852350,411935448,12.077743877215104
411852351,411935436,12.13399749399804
411852351,4356562298,62.43152483889047
411852352,411852353,104.976078888705
411852352,411935436,62.4000246831814
411852353,4214306650,44.64429876450844
411852353,4356551493,6.797152317546012
411852354,411852355,15.779054955848137
411852354,411852392,60.56603166612032
411852354,4214306650,124.45861398535403
411852355,13006613775,12.965098712944338
411852355,411852358,119.22899106472642
411852355,411852410,58.47356052690605
411852358,4356543972,5.948445863955345
411852358,411852362,112.14009849538799
411852362,4356543967,13.03957435774822
411852364,411852365,129.01311881450005
411852364,411852375,132.22953310398523
411852364,3394777150,60.150150769469874
411852365,411852370,149.38947819871154
411852365,4103904082,60.776167553104486
411852370,411852381,59.42878862058046
411852370,411852377,127.40627506366135
411852374,411852375,13.280178805611312
411852374,10023094893,36.96183811408322
411852374,411852382,192.20465151429033
411852374,411852413,125.39172021962581
411852375,411852376,61.45615615279682
411852375,411852388,170.9816517045827
411852376,411852377,63.323114357807356
411852376,10039792133,8.647768647292612
411852377,10039792132,8.01222562853857
411852381,6129059501,9.231717552367309
411852381,411935451,145.27773182954368
411852381,411935448,136.74638062982132
411852382,411852421,56.65505142323574
411852382,4103904087,7.609162508566977
411852382,3394777150,12.253966915496852
411852388,4464126718,6.3381883073499035
411852392,411852394,65.1898613761339
411852392,10019476031,4.279885072590213
411852394,411852409,16.436373015373057
411852394,411852395,63.75234345575194
411852394,10019476032,14.73170362616991
411852395,411852408,14.974382611477136
411852395,791160039,64.72794165313411
411852395,10717988744,15.370063253815758
411852397,411852398,21.222043167097546
411852397,4356300265,125.0564157705466
411852397,411852406,13.392173496114198
411852397,791160039,67.61601264320178
411852398,411852405,13.670618426343745
411852398,6408241526,51.6667729158252
411852398,411934891,55.7743400664363
411852400,411852403,16.201893201064667
411852400,411852401,55.9947781919446
411852400,10717988743,23.029672919397576
411852400,6408241526,42.983438886722844
411852401,411941776,75.28571519288168
411852401,411852402,15.347881813510783
411852402,411852403,54.56572506051856
411852402,411941718,176.28322590374097
411852403,6408241527,40.05160895286333
